time (s),Ground velocity (m/s),temp (C),humidity (%),pressure (hPa),conductivity (mSeimens/cm),Notes
25.873,-0.013636,22.58,62.32,1016.85,0.032,
25.923,0.0454545,22.58,62.34,1016.87,0.032,
25.99,-0.1,22.58,62.34,1016.87,0.032,
26.027,-0.059091,22.58,62.34,1016.87,0.032,
26.077,0.0818182,22.58,62.28,1016.87,0.032,
26.128,0.1818182,22.58,62.35,1016.86,0.032,
26.178,0.0772727,22.58,62.35,1016.86,0.032,
26.229,0.0545455,22.58,62.38,1016.87,0.032,
26.28,0.0045455,22.58,62.38,1016.87,0.032,
26.332,0.0090909,22.58,62.35,1016.86,0.032,
26.382,-0.109091,22.58,62.35,1016.86,0.032,
26.433,0.0545455,22.58,62.33,1016.88,0.032,
26.488,0.05,22.58,62.33,1016.88,0.029,
26.535,0.0090909,22.58,62.29,1016.88,0.029,
26.586,0.0409091,22.58,62.29,1016.88,0.029,
26.637,-0.131818,22.58,62.27,1016.85,0.029,
26.688,-0.104545,22.58,62.27,1016.85,0.029,
26.739,-0.109091,22.59,62.32,1016.84,0.029,
26.79,-0.181818,22.59,62.32,1016.84,0.029,
26.841,-0.127273,22.58,62.32,1016.85,0.029,
26.892,-0.018182,22.58,62.32,1016.85,0.029,
26.943,-0.05,22.59,62.34,1016.88,0.029,
26.993,0.1136364,22.59,62.34,1016.88,0.029,
27.049,0.0409091,22.59,62.23,1016.84,0.029,
27.096,-0.004545,22.59,62.23,1016.84,0.029,
27.147,0.0318182,22.59,62.33,1016.88,0.029,
27.198,0.0272727,22.59,62.29,1016.84,0.029,
27.248,0.0045455,22.59,62.29,1016.84,0.029,
27.3,0.1318182,22.58,62.33,1016.84,0.029,
27.351,0.0409091,22.58,62.33,1016.84,0.029,
27.402,0.0909091,22.58,62.34,1016.85,0.029,
27.452,0.0363636,22.58,62.34,1016.85,0.029,
27.503,-0.036364,22.58,62.27,1016.83,0.029,
27.557,0.0545455,22.58,62.27,1016.83,0.029,
27.606,-0.104545,22.59,62.27,1016.85,0.029,
27.656,-0.109091,22.59,62.27,1016.85,0.029,
27.707,-0.122727,22.59,62.3,1016.85,0.029,
27.758,-0.186364,22.59,62.3,1016.85,0.029,
27.809,0.0545455,22.59,62.29,1016.85,0.029,
27.86,-0.009091,22.59,62.29,1016.85,0.029,
27.911,0.1863636,22.59,62.27,1016.87,0.029,
27.962,-0.054545,22.59,62.27,1016.87,0.029,
28.013,0.0454545,22.59,62.29,1016.86,0.029,
28.064,-0.054545,22.59,62.29,1016.86,0.029,
28.121,-0.027273,22.59,62.23,1016.85,0.029,
28.166,-0.027273,22.59,62.23,1016.85,0.029,
28.217,-0.222727,22.59,62.23,1016.89,0.029,
28.267,0.1454545,22.59,62.32,1016.88,0.029,
28.318,0.0045455,22.59,62.32,1016.88,0.029,
28.369,0.1409091,22.59,62.25,1016.88,0.029,
28.421,-0.154545,22.59,62.25,1016.88,0.029,
28.472,0.1090909,22.6,62.29,1016.88,0.029,
28.534,0.1636363,22.6,62.29,1016.88,0.029,
28.573,0.1863636,22.6,62.25,1016.89,0.029,
28.627,-0.122727,22.6,62.25,1016.89,0.029,
28.676,0.1863636,22.59,62.26,1016.86,0.029,
28.727,-0.104545,22.59,62.26,1016.86,0.029,
28.777,0.1772727,22.6,62.24,1016.87,0.029,
28.828,-0.086364,22.6,62.24,1016.87,0.029,
28.879,0.1136364,22.6,62.24,1016.87,0.029,
28.932,-0.172727,22.6,62.24,1016.87,0.029,
28.981,-0.068182,22.59,62.25,1016.85,0.029,
29.032,0.0227273,22.59,62.25,1016.85,0.029,
29.083,0.0090909,22.59,62.28,1016.87,0.029,
29.139,0.1,22.59,62.28,1016.87,0.029,
29.186,0,22.6,62.31,1016.86,0.029,
29.236,0.2090909,22.6,62.31,1016.86,0.029,
29.287,-0.045455,22.59,62.25,1016.84,0.029,
29.338,0.0136364,22.59,62.25,1016.87,0.029,
29.389,0.0545455,22.59,62.27,1016.87,0.029,
29.44,-0.154545,22.6,62.25,1016.88,0.029,
29.491,0.0409091,22.6,62.25,1016.88,0.029,
29.542,-0.190909,22.6,62.25,1016.86,0.029,
29.593,0.1136364,22.6,62.25,1016.86,0.029,
29.643,-0.063636,22.6,62.25,1016.89,0.029,
29.698,-0.068182,22.6,62.25,1016.89,0.029,
29.747,0.1363636,22.59,62.27,1016.88,0.029,
29.797,-0.245455,22.59,62.27,1016.88,0.029,
29.847,-0.072727,22.6,62.22,1016.86,0.029,
29.898,-0.136364,22.6,62.22,1016.86,0.029,
29.949,-0.045455,22.6,62.29,1016.89,0.029,
30.001,0.1545454,22.6,62.29,1016.89,0.029,
30.051,-0.104545,22.6,62.2,1016.86,0.029,
30.102,0.0772727,22.6,62.2,1016.86,0.029,
30.153,0.2045454,22.6,62.26,1016.89,0.029,
30.221,0.4136363,22.6,62.26,1016.89,0.029,
30.258,-0.022727,22.6,62.32,1016.87,0.029,
30.307,-0.181818,22.6,62.32,1016.87,0.029,
30.357,-0.159091,22.6,62.22,1016.87,0.029,
30.408,-0.086364,22.6,62.22,1016.87,0.029,
30.459,-0.118182,22.59,62.2,1016.87,0.029,
30.511,0.0090909,22.6,62.26,1016.88,0.029,
30.562,0.2727273,22.6,62.26,1016.88,0.029,
30.612,-0.122727,22.6,62.28,1016.86,0.029,
30.663,0.0409091,22.6,62.28,1016.86,0.029,
30.714,0.1772727,22.6,62.22,1016.86,0.029,
30.769,-0.181818,22.6,62.22,1016.86,0.029,
30.815,0.15,22.6,62.2,1016.85,0.029,
30.866,0.0772727,22.6,62.2,1016.85,0.029,
30.917,-0.077273,22.6,62.16,1016.87,0.029,
30.968,0.1045454,22.6,62.16,1016.87,0.029,
31.02,0.3272727,22.6,62.2,1016.86,0.029,
31.07,-0.059091,22.6,62.2,1016.86,0.029,
31.121,0.0318182,22.6,62.21,1016.88,0.029,
31.172,0.2181818,22.6,62.21,1016.88,0.029,
31.223,-0.259091,22.6,62.23,1016.88,0.029,
31.279,-0.095455,22.6,62.23,1016.88,0.029,
31.325,0.25,22.6,62.21,1016.9,0.029,
31.377,-0.213636,22.6,62.21,1016.9,0.026,
31.427,0.0181818,22.61,62.2,1016.89,0.026,
31.478,0.0636364,22.61,62.2,1016.89,0.026,
31.528,0.0818182,22.61,62.18,1016.89,0.026,
31.58,-0.322727,22.61,62.21,1016.87,0.026,
31.631,0.1181818,22.61,62.21,1016.87,0.026,
31.682,-0.104545,22.6,62.26,1016.88,0.026,
31.732,0.0318182,22.6,62.26,1016.88,0.026,
31.783,0.1454545,22.6,62.19,1016.87,0.026,
31.838,0.2181818,22.6,62.19,1016.87,0.026,
31.886,0.1181818,22.6,62.21,1016.88,0.026,
31.936,0.0772727,22.6,62.21,1016.88,0.026,
31.987,0.1045454,22.61,62.24,1016.86,0.026,
32.038,-0.15,22.61,62.24,1016.86,0.026,
32.09,-0.272727,22.61,62.24,1016.88,0.026,
32.14,-0.063636,22.61,62.24,1016.88,0.026,
32.192,0.1863636,22.6,62.19,1016.88,0.026,
32.242,-0.118182,22.6,62.19,1016.88,0.026,
32.293,0.1727273,22.61,62.26,1016.88,0.026,
32.349,-0.068182,22.61,62.26,1016.88,0.026,
32.395,0.2045454,22.6,62.21,1016.88,0.026,
32.446,-0.190909,22.6,62.21,1016.88,0.026,
32.497,0.0545455,22.61,62.2,1016.87,0.026,
32.548,0.2227273,22.61,62.2,1016.87,0.026,
32.599,0.1227273,22.61,62.21,1016.88,0.026,
32.65,-0.009091,22.61,62.14,1016.87,0.026,
32.701,0.2181818,22.61,62.14,1016.87,0.026,
32.752,0.2272727,22.61,62.21,1016.87,0.026,
32.802,-0.227273,22.61,62.21,1016.87,0.026,
32.854,-0.040909,22.61,62.14,1016.88,0.026,
32.908,0.0590909,22.61,62.14,1016.88,0.026,
32.956,-0.090909,22.61,62.18,1016.87,0.026,
33.007,-0.209091,22.61,62.18,1016.87,0.026,
33.057,-0.027273,22.61,62.16,1016.85,0.026,
33.108,0.0772727,22.61,62.16,1016.85,0.026,
33.16,-0.190909,22.61,62.16,1016.86,0.026,
33.21,0.0818182,22.61,62.16,1016.86,0.026,
33.261,0.0318182,22.61,62.18,1016.87,0.026,
33.312,-0.027273,22.61,62.18,1016.87,0.026,
33.363,-0.172727,22.61,62.2,1016.88,0.026,
33.419,0.0136364,22.61,62.2,1016.88,0.026,
33.465,-0.054545,22.61,62.14,1016.87,0.026,
33.516,-0.063636,22.61,62.14,1016.87,0.026,
33.567,0.2181818,22.61,62.15,1016.88,0.026,
33.618,0.2863636,22.61,62.15,1016.88,0.026,
33.669,0.1181818,22.61,62.17,1016.87,0.026,
33.72,-0.045455,22.61,62.17,1016.88,0.026,
33.771,0.2363636,22.61,62.17,1016.88,0.026,
33.823,-0.127273,22.61,62.16,1016.88,0.032,
33.872,-0.122727,22.61,62.16,1016.88,0.032,
33.927,0.1454545,22.61,62.19,1016.85,0.032,
33.975,0.1045454,22.61,62.19,1016.85,0.032,
34.026,0.0181818,22.62,62.23,1016.9,0.032,
34.077,0.1090909,22.62,62.23,1016.9,0.032,
34.127,0.2409091,22.62,62.15,1016.87,0.032,
34.179,-0.063636,22.62,62.15,1016.87,0.032,
34.23,-0.077273,22.62,62.08,1016.88,0.032,
34.28,-0.031818,22.62,62.08,1016.88,0.032,
34.331,-0.009091,22.61,62.1,1016.86,0.032,
34.382,-0.045455,22.61,62.1,1016.86,0.032,
34.434,0.0681818,22.62,62.19,1016.87,0.032,
34.499,0.0954545,22.62,62.19,1016.87,0.032,
34.536,-0.059091,22.62,62.16,1016.88,0.032,
34.586,0.1363636,22.62,62.16,1016.88,0.032,
34.65,0.0227273,22.62,62.12,1016.84,0.029,
34.689,0.0909091,22.62,62.12,1016.84,0.029,
34.74,-0.131818,22.62,62.18,1016.86,0.029,
34.79,0.1,22.62,62.15,1016.86,0.029,
34.841,0.1772727,22.62,62.15,1016.86,0.029,
34.892,0.0363636,22.62,62.12,1016.88,0.029,
34.944,-0.031818,22.62,62.12,1016.88,0.029,
34.997,0.3045455,22.62,62.15,1016.88,0.029,
35.045,0.15,22.62,62.15,1016.88,0.029,
35.096,-0.195455,22.62,62.1,1016.89,0.029,
35.147,0.0318182,22.62,62.1,1016.89,0.029,
35.197,0.1045454,22.62,62.09,1016.9,0.029,
35.249,0.15,22.62,62.09,1016.9,0.029,
35.3,-0.168182,22.62,62.12,1016.87,0.029,
35.351,0.25,22.62,62.12,1016.87,0.029,
35.401,0.1590909,22.61,62.09,1016.88,0.029,
35.453,0.05,22.61,62.09,1016.88,0.029,
35.504,-0.159091,22.62,62.03,1016.9,0.029,
35.559,0.0090909,22.62,62.03,1016.9,0.029,
35.606,0.0545455,22.62,62.1,1016.87,0.029,
35.656,-0.127273,22.62,62.1,1016.87,0.029,
35.707,-0.172727,22.62,62.04,1016.88,0.029,
35.759,0.1045454,22.62,62.04,1016.88,0.029,
35.81,0.0090909,22.63,62.17,1016.9,0.029,
35.86,-0.095455,22.63,62.17,1016.89,0.029,
35.911,-0.272727,22.62,62.11,1016.89,0.029,
35.962,0.1318182,22.62,62.08,1016.86,0.029,
36.014,-0.090909,22.62,62.08,1016.86,0.029,
36.068,-0.154545,22.62,62.11,1016.89,0.029,
36.115,-0.081818,22.62,62.11,1016.89,0.029,
36.166,-0.059091,22.62,62.1,1016.85,0.029,
36.217,0.3,22.62,62.1,1016.85,0.029,
36.269,-0.190909,22.63,62.11,1016.9,0.029,
36.319,0.1727273,22.63,62.11,1016.9,0.029,
36.37,0.0272727,22.62,62.08,1016.87,0.029,
36.421,-0.095455,22.62,62.08,1016.87,0.029,
36.471,-0.204545,22.62,62.13,1016.88,0.029,
36.523,-0.072727,22.62,62.13,1016.88,0.029,
36.574,0.1454545,22.62,62.05,1016.87,0.029,
36.63,0.0590909,22.62,62.05,1016.87,0.029,
36.676,0.1545454,22.63,62.03,1016.9,0.029,
36.726,0.0818182,22.63,62.03,1016.9,0.029,
36.777,0.4818182,22.62,62.06,1016.88,0.029,
36.829,-0.077273,22.62,62.06,1016.88,0.029,
36.88,-0.440909,22.63,62.1,1016.89,0.029,
36.93,-0.231818,22.63,62.1,1016.9,0.029,
36.981,0.0636364,22.63,62.04,1016.9,0.029,
37.032,-0.109091,22.63,62.03,1016.9,0.029,
37.085,-0.331818,22.63,62.03,1016.9,0.026,
37.138,-0.177273,22.63,62.04,1016.89,0.026,
37.185,0.0818182,22.63,62.04,1016.89,0.026,
37.236,0.2136364,22.63,62.12,1016.87,0.026,
37.287,-0.186364,22.63,62.12,1016.87,0.026,
37.338,-0.163636,22.63,62.05,1016.86,0.026,
37.389,-0.1,22.63,62.05,1016.86,0.026,
37.44,0.1818182,22.63,62.05,1016.86,0.026,
37.491,-0.013636,22.63,62.05,1016.86,0.026,
37.542,0.0727273,22.63,62.09,1016.89,0.026,
37.593,0.4272727,22.63,62.09,1016.89,0.026,
37.644,0.1090909,22.63,62.09,1016.9,0.026,
37.7,0.2090909,22.63,62.09,1016.9,0.026,
37.746,-0.022727,22.63,62.11,1016.87,0.026,
37.796,0.0681818,22.63,62.11,1016.87,0.026,
37.848,0.1727273,22.63,62.07,1016.89,0.026,
37.9,-0.390909,22.63,62.07,1016.89,0.032,
37.95,0.0318182,22.63,62.03,1016.87,0.032,
38.001,0.3545454,22.63,62.03,1016.87,0.032,
38.051,0.1227273,22.63,62.08,1016.87,0.032,
38.103,-0.122727,22.63,62.05,1016.88,0.032,
38.154,-0.086364,22.63,62.05,1016.88,0.032,
38.208,-0.109091,22.63,62.1,1016.88,0.032,
38.255,-0.340909,22.63,62.1,1016.88,0.032,
38.306,-0.445455,22.63,62.05,1016.88,0.032,
38.358,-0.095455,22.63,62.05,1016.88,0.032,
38.408,0.1363636,22.63,62.08,1016.88,0.032,
38.459,-0.145455,22.63,62.08,1016.88,0.032,
38.51,-0.159091,22.63,62.12,1016.85,0.032,
38.561,-0.027273,22.63,62.12,1016.85,0.032,
38.612,0.0954545,22.63,62.04,1016.85,0.032,
38.663,0.0090909,22.63,62.04,1016.85,0.032,
38.715,-0.313636,22.63,62.1,1016.87,0.026,
38.779,0.0818182,22.63,62.1,1016.87,0.026,
38.816,0.0545455,22.63,62.03,1016.86,0.026,
38.867,-0.013636,22.63,62.03,1016.86,0.026,
38.918,-0.109091,22.63,62.08,1016.86,0.026,
38.969,0.0681818,22.63,62.08,1016.86,0.026,
39.02,0.1954545,22.63,62.1,1016.88,0.026,
39.071,0.2454545,22.63,62.1,1016.87,0.026,
39.121,-0.168182,22.63,62.09,1016.87,0.026,
39.173,-0.009091,22.63,62.03,1016.89,0.026,
39.224,0.0818182,22.63,62.03,1016.89,0.026,
39.278,0.2,22.63,62.05,1016.86,0.026,
39.325,0.0954545,22.63,62.05,1016.86,0.026,
39.376,-0.268182,22.63,62.05,1016.87,0.026,
39.428,0.0590909,22.63,62.05,1016.87,0.026,
39.479,0.0181818,22.63,62.1,1016.87,0.026,
39.53,-0.131818,22.63,62.1,1016.87,0.026,
39.58,-0.209091,22.63,62.08,1016.86,0.026,
39.631,-0.3,22.63,62.08,1016.86,0.026,
39.683,-0.077273,22.63,62.08,1016.88,0.026,
39.733,-0.140909,22.63,62.08,1016.88,0.026,
39.789,0.2636363,22.64,62.08,1016.86,0.026,
39.835,-0.090909,22.64,62.08,1016.86,0.026,
39.886,0.0954545,22.64,62.15,1016.87,0.026,
39.938,0.1181818,22.64,62.15,1016.87,0.026,
39.988,-0.172727,22.64,62.11,1016.87,0.026,
40.039,-0.372727,22.64,62.11,1016.87,0.026,
40.09,0.1181818,22.64,62.09,1016.85,0.026,
40.141,0.2,22.64,62.09,1016.85,0.026,
40.192,0.2181818,22.64,62.15,1016.85,0.026,
40.243,-0.163636,22.64,62.14,1016.86,0.026,
40.294,0.2318182,22.64,62.14,1016.86,0.026,
40.349,-0.140909,22.63,62.1,1016.86,0.029,
40.395,-0.036364,22.63,62.1,1016.86,0.029,
40.446,-0.295455,22.64,62.08,1016.84,0.029,
40.498,-0.304545,22.64,62.08,1016.84,0.029,
40.549,-0.086364,22.64,62.13,1016.87,0.029,
40.599,0.1409091,22.64,62.13,1016.87,0.029,
40.65,-0.109091,22.63,62.18,1016.88,0.029,
40.701,-0.136364,22.63,62.18,1016.88,0.029,
40.753,-0.027273,22.64,62.14,1016.88,0.029,
40.805,0.1272727,22.64,62.14,1016.88,0.029,
40.869,-0.004545,22.64,62.13,1016.86,0.029,
40.906,-0.313636,22.64,62.13,1016.86,0.029,
40.956,-0.277273,22.64,62.15,1016.87,0.029,
41.008,0.2045454,22.64,62.15,1016.87,0.029,
41.059,0.0818182,22.64,62.14,1016.86,0.029,
41.109,-0.009091,22.64,62.14,1016.86,0.029,
41.161,-0.040909,22.64,62.18,1016.85,0.026,
41.211,0.2727273,22.64,62.18,1016.86,0.026,
41.263,0.2954545,22.64,62.13,1016.86,0.026,
41.313,0.0681818,22.64,62.17,1016.86,0.026,
41.364,-0.240909,22.64,62.17,1016.86,0.026,
41.418,-0.095455,22.64,62.23,1016.86,0.026,
41.466,0.25,22.64,62.23,1016.86,0.026,
41.517,0.1136364,22.64,62.15,1016.86,0.026,
41.568,-0.086364,22.64,62.15,1016.86,0.026,
41.619,-0.009091,22.63,62.17,1016.85,0.026,
41.67,0.0318182,22.63,62.17,1016.85,0.026,
41.72,-0.009091,22.63,62.16,1016.84,0.026,
41.772,-0.195455,22.63,62.16,1016.84,0.026,
41.823,-0.3,22.64,62.17,1016.87,0.026,
41.874,0.0090909,22.64,62.17,1016.87,0.026,
41.929,0.1818182,22.64,62.17,1016.86,0.026,
41.976,-0.018182,22.64,62.17,1016.86,0.026,
42.027,-0.136364,22.64,62.21,1016.87,0.026,
42.078,0.2,22.64,62.21,1016.87,0.026,
42.129,0.1818182,22.64,62.2,1016.87,0.026,
42.18,-0.022727,22.64,62.2,1016.87,0.026,
42.23,-0.263636,22.64,62.25,1016.88,0.026,
42.281,-0.190909,22.64,62.25,1016.88,0.026,
42.333,0.2227273,22.64,62.17,1016.86,0.026,
42.384,-0.018182,22.64,62.24,1016.86,0.026,
42.434,0.0227273,22.64,62.24,1016.86,0.026,
42.488,-0.031818,22.64,62.21,1016.88,0.026,
42.536,0.1590909,22.64,62.21,1016.88,0.026,
42.588,0.2681818,22.64,62.16,1016.88,0.026,
42.638,-0.213636,22.64,62.16,1016.88,0.026,
42.689,-0.45,22.64,62.15,1016.87,0.026,
42.74,-0.218182,22.64,62.15,1016.87,0.026,
42.791,0.0909091,22.64,62.23,1016.84,0.026,
42.842,0.1818182,22.64,62.23,1016.84,0.026,
42.893,-0.013636,22.64,62.17,1016.86,0.026,
42.944,-0.086364,22.64,62.17,1016.86,0.026,
43.01,0.0272727,22.64,62.2,1016.86,0.026,
43.046,0.1318182,22.64,62.2,1016.86,0.026,
43.097,-0.031818,22.64,62.22,1016.87,0.026,
43.148,-0.136364,22.64,62.22,1016.87,0.026,
43.199,-0.168182,22.65,62.24,1016.86,0.026,
43.249,0,22.65,62.24,1016.86,0.026,
43.3,0.0727273,22.64,62.21,1016.87,0.026,
43.352,-0.018182,22.64,62.21,1016.87,0.026,
43.403,-0.168182,22.64,62.25,1016.86,0.026,
43.453,-0.086364,22.64,62.16,1016.85,0.026,
43.504,-0.222727,22.65,62.16,1016.85,0.026,
43.558,-0.095455,22.64,62.21,1016.82,0.026,
43.608,-0.25,22.64,62.21,1016.82,0.029,
43.657,-0.281818,22.64,62.24,1016.86,0.029,
43.708,-0.045455,22.64,62.24,1016.86,0.029,
43.759,0.0772727,22.64,62.23,1016.86,0.029,
43.81,0.2227273,22.64,62.23,1016.86,0.029,
43.862,0.0590909,22.64,62.25,1016.88,0.029,
43.912,0.0818182,22.64,62.25,1016.88,0.029,
43.963,0.0045455,22.64,62.21,1016.88,0.029,
44.014,0.2181818,22.64,62.21,1016.88,0.029,
44.069,-0.090909,22.65,62.23,1016.87,0.029,
44.115,0.05,22.65,62.23,1016.87,0.029,
44.167,-0.186364,22.65,62.27,1016.88,0.029,
44.218,0.0727273,22.65,62.27,1016.88,0.029,
44.269,0.1727273,22.64,62.22,1016.87,0.029,
44.319,0.0409091,22.64,62.22,1016.87,0.029,
44.37,-0.122727,22.65,62.27,1016.9,0.029,
44.423,-0.368182,22.65,62.27,1016.9,0.029,
44.473,-0.113636,22.65,62.24,1016.88,0.029,
44.524,-0.136364,22.65,62.21,1016.88,0.029,
44.577,0.2590909,22.65,62.21,1016.88,0.029,
44.625,0.15,22.65,62.24,1016.9,0.029,
44.677,-0.036364,22.65,62.24,1016.9,0.029,
44.728,0,22.65,62.27,1016.87,0.029,
44.778,0,22.65,62.27,1016.87,0.029,
44.829,0.0272727,22.65,62.2,1016.87,0.029,
44.88,-0.218182,22.65,62.2,1016.87,0.029,
44.932,-0.013636,22.65,62.27,1016.87,0.029,
44.982,-0.027273,22.65,62.27,1016.87,0.029,
45.033,0.1272727,22.65,62.3,1016.87,0.029,
45.084,0.0545455,22.65,62.3,1016.87,0.029,
45.139,0.2181818,22.65,62.28,1016.86,0.029,
45.187,-0.131818,22.65,62.28,1016.86,0.029,
45.238,0.0681818,22.65,62.33,1016.86,0.026,
45.288,0.0136364,22.65,62.33,1016.86,0.026,
45.339,0.1181818,22.65,62.22,1016.87,0.026,
45.39,0.0454545,22.65,62.22,1016.87,0.026,
45.441,-0.090909,22.65,62.28,1016.86,0.026,
45.492,0.25,22.65,62.28,1016.86,0.026,
45.543,0.0818182,22.65,62.33,1016.87,0.026,
45.594,0.1045454,22.65,62.31,1016.86,0.026,
45.648,-0.209091,22.65,62.31,1016.86,0.026,
45.696,-0.118182,22.65,62.29,1016.88,0.026,
45.747,-0.263636,22.65,62.29,1016.88,0.026,
45.798,-0.040909,22.65,62.24,1016.87,0.026,
45.848,0.0590909,22.65,62.24,1016.87,0.026,
45.899,0.0681818,22.65,62.22,1016.86,0.026,
45.95,0,22.65,62.22,1016.86,0.026,
46.002,-0.345455,22.65,62.25,1016.86,0.026,
46.053,-0.045455,22.65,62.25,1016.86,0.026,
46.103,-0.077273,22.65,62.24,1016.88,0.026,
46.154,-0.104545,22.65,62.24,1016.88,0.026,
46.21,-0.059091,22.65,62.27,1016.88,0.026,
46.257,-0.322727,22.65,62.27,1016.88,0.026,
46.307,0.0318182,22.65,62.25,1016.87,0.026,
46.358,-0.004545,22.65,62.25,1016.87,0.026,
46.409,0.2590909,22.65,62.24,1016.88,0.026,
46.46,-0.118182,22.65,62.24,1016.88,0.026,
46.511,-0.231818,22.65,62.23,1016.86,0.026,
46.562,-0.172727,22.65,62.23,1016.86,0.026,
46.613,-0.231818,22.65,62.33,1016.85,0.026,
46.664,-0.077273,22.65,62.23,1016.86,0.026,
46.717,-0.1,22.65,62.23,1016.86,0.026,
46.766,0.1136364,22.65,62.2,1016.9,0.026,
46.817,-0.172727,22.65,62.2,1016.9,0.026,
46.869,-0.163636,22.66,62.27,1016.9,0.026,
46.918,-0.086364,22.66,62.27,1016.9,0.026,
46.971,0.0136364,22.65,62.28,1016.88,0.026,
47.031,-0.009091,22.65,62.28,1016.88,0.026,
47.072,-0.190909,22.66,62.23,1016.88,0.026,
47.123,-0.190909,22.66,62.23,1016.88,0.026,
47.173,0.0681818,22.66,62.26,1016.9,0.026,
47.224,0.3545454,22.66,62.26,1016.9,0.026,
47.291,-0.090909,22.65,62.22,1016.87,0.026,
47.327,0.2181818,22.65,62.22,1016.87,0.026,
47.378,-0.095455,22.65,62.21,1016.88,0.026,
47.429,-0.204545,22.65,62.21,1016.88,0.026,
47.479,-0.054545,22.65,62.25,1016.86,0.026,
47.531,0.1863636,22.65,62.25,1016.86,0.026,
47.582,0.1409091,22.66,62.33,1016.88,0.026,
47.633,0.0772727,22.66,62.33,1016.88,0.026,
47.684,-0.05,22.65,62.21,1016.86,0.026,
47.734,0.1090909,22.65,62.23,1016.87,0.026,
47.789,-0.222727,22.66,62.23,1016.87,0.026,
47.837,0.0909091,22.65,62.17,1016.87,0.026,
47.888,-0.040909,22.65,62.17,1016.87,0.026,
47.938,0.0181818,22.65,62.2,1016.9,0.026,
47.989,0.0772727,22.65,62.2,1016.9,0.026,
48.04,0.0181818,22.66,62.23,1016.9,0.026,
48.092,0.2545454,22.66,62.23,1016.9,0.026,
48.142,0.2181818,22.65,62.2,1016.89,0.026,
48.193,-0.068182,22.65,62.2,1016.89,0.026,
48.244,-0.113636,22.66,62.25,1016.89,0.026,
48.295,0.0681818,22.66,62.25,1016.89,0.026,
48.351,0.2772727,22.65,62.2,1016.88,0.026,
48.397,0.2181818,22.65,62.2,1016.88,0.026,
48.448,-0.054545,22.66,62.2,1016.89,0.026,
48.5,0.0954545,22.66,62.2,1016.89,0.029,
48.55,0.1227273,22.65,62.22,1016.87,0.029,
48.601,0.2954545,22.65,62.22,1016.87,0.029,
48.652,0.0772727,22.66,62.23,1016.89,0.029,
48.703,-0.218182,22.66,62.23,1016.89,0.029,
48.753,-0.213636,22.66,62.27,1016.88,0.029,
48.804,-0.236364,22.66,62.22,1016.88,0.029,
48.859,-0.204545,22.66,62.22,1016.88,0.029,
48.907,-0.022727,22.66,62.23,1016.89,0.029,
48.957,0.1181818,22.66,62.23,1016.89,0.029,
49.008,-0.140909,22.66,62.22,1016.88,0.029,
49.059,-0.136364,22.66,62.22,1016.88,0.029,
49.111,0.0227273,22.66,62.22,1016.88,0.029,
49.162,0.0545455,22.66,62.22,1016.88,0.029,
49.212,0.1363636,22.66,62.25,1016.91,0.029,
49.263,-0.104545,22.66,62.25,1016.91,0.029,
49.315,-0.25,22.66,62.2,1016.88,0.029,
49.366,0,22.66,62.2,1016.88,0.029,
49.415,0.1227273,22.66,62.29,1016.89,0.029,
49.467,0.15,22.66,62.29,1016.89,0.029,
49.518,0.0727273,22.66,62.26,1016.88,0.029,
49.569,-0.054545,22.66,62.26,1016.88,0.029,
49.619,-0.313636,22.66,62.25,1016.89,0.029,
49.671,-0.1,22.66,62.25,1016.89,0.029,
49.722,-0.090909,22.66,62.23,1016.88,0.029,
49.773,0.0363636,22.66,62.23,1016.88,0.029,
49.824,0.1409091,22.66,62.2,1016.89,0.029,
49.874,0.0681818,22.66,62.25,1016.88,0.029,
49.931,0,22.66,62.25,1016.88,0.029,
49.977,-0.131818,22.66,62.23,1016.88,0.029,
50.028,0.0727273,22.66,62.23,1016.88,0.029,
50.079,-0.140909,22.66,62.25,1016.86,0.029,
50.13,-0.095455,22.66,62.25,1016.86,0.029,
50.181,-0.086364,22.66,62.21,1016.87,0.029,
50.232,-0.127273,22.66,62.21,1016.87,0.029,
50.283,-0.040909,22.66,62.25,1016.85,0.029,
50.333,-0.090909,22.66,62.25,1016.85,0.029,
50.384,0.0772727,22.66,62.26,1016.87,0.029,
50.439,-0.054545,22.66,62.26,1016.87,0.029,
50.487,-0.304545,22.66,62.26,1016.85,0.029,
50.537,-0.354545,22.66,62.26,1016.85,0.029,
50.588,-0.177273,22.66,62.21,1016.87,0.029,
50.639,-0.027273,22.66,62.21,1016.87,0.029,
50.691,0.0090909,22.66,62.25,1016.89,0.029,
50.741,-0.145455,22.66,62.25,1016.89,0.029,
50.792,-0.35,22.66,62.23,1016.9,0.029,
50.843,-0.35,22.66,62.23,1016.9,0.029,
50.894,-0.3,22.67,62.29,1016.9,0.029,
50.946,-0.140909,22.66,62.22,1016.89,0.032,
51.001,-0.054545,22.66,62.22,1016.89,0.032,
51.047,-0.063636,22.66,62.2,1016.89,0.032,
51.098,-0.181818,22.66,62.2,1016.89,0.032,
51.148,0,22.66,62.21,1016.87,0.032,
51.2,0.0363636,22.66,62.21,1016.87,0.032,
51.251,0.1454545,22.66,62.27,1016.86,0.032,
51.302,0.1590909,22.66,62.27,1016.86,0.032,
51.353,-0.036364,22.66,62.21,1016.87,0.032,
