time (s),Ground velocity (m/s),temp (C),humidity (%),pressure (hPa),conductivity (mSeimens/cm),Notes
58.08,-0.036364,22.68,62.37,1016.9,0.029,
58.13,-0.086364,22.68,62.37,1016.9,0.029,
58.181,0,22.68,62.38,1016.94,0.029,
58.232,0.1818182,22.68,62.38,1016.94,0.029,
58.285,0,22.68,62.41,1016.92,0.029,
58.334,0.1090909,22.68,62.41,1016.92,0.029,
58.385,-0.213636,22.68,62.46,1016.92,0.029,
58.441,-0.081818,22.68,62.46,1016.92,0.029,
58.487,0.1090909,22.68,62.38,1016.92,0.029,
58.539,0.1409091,22.68,62.4,1016.91,0.029,
58.589,0.4772727,22.69,62.4,1016.91,0.029,
58.64,0.1545454,22.69,62.47,1016.89,0.029,
58.691,0.2227273,22.69,62.47,1016.89,0.029,
58.742,0.1909091,22.68,62.43,1016.91,0.029,
58.792,0.2772727,22.68,62.43,1016.91,0.029,
58.844,0.0318182,22.68,62.46,1016.92,0.029,
58.895,0,22.68,62.46,1016.92,0.029,
58.946,-0.1,22.68,62.45,1016.91,0.029,
59,-0.054545,22.68,62.45,1016.91,0.029,
59.047,0.4318182,22.69,62.37,1016.91,0.029,
59.1,0.2409091,22.69,62.37,1016.91,0.029,
59.15,0.1863636,22.69,62.46,1016.92,0.029,
59.201,-0.068182,22.69,62.46,1016.92,0.029,
59.251,-0.168182,22.69,62.52,1016.91,0.029,
59.303,-0.1,22.69,62.52,1016.91,0.029,
59.364,-0.2,22.69,62.42,1016.91,0.029,
59.405,0.0045455,22.69,62.42,1016.91,0.029,
59.455,0.1318182,22.69,62.46,1016.92,0.029,
59.511,0.2,22.69,62.46,1016.92,0.029,
59.557,0.1681818,22.69,62.42,1016.9,0.029,
59.609,-0.086364,22.69,62.42,1016.9,0.029,
59.659,0.1863636,22.69,62.52,1016.9,0.029,
59.71,-0.190909,22.69,62.41,1016.89,0.029,
59.761,0.1318182,22.69,62.41,1016.89,0.029,
59.812,-0.140909,22.69,62.5,1016.92,0.029,
59.863,-0.181818,22.69,62.5,1016.92,0.029,
59.915,0.0590909,22.69,62.48,1016.9,0.029,
59.965,0.1863636,22.69,62.48,1016.9,0.029,
60.029,-0.159091,22.69,62.51,1016.92,0.029,
60.066,0.0909091,22.69,62.51,1016.92,0.029,
60.118,-0.004545,22.69,62.49,1016.91,0.029,
60.169,-0.268182,22.69,62.49,1016.91,0.029,
60.22,-0.313636,22.69,62.54,1016.9,0.029,
60.271,-0.25,22.69,62.54,1016.9,0.029,
60.321,-0.086364,22.69,62.49,1016.93,0.029,
60.372,-0.068182,22.69,62.49,1016.93,0.029,
60.424,0.3272727,22.7,62.48,1016.92,0.029,
60.475,0.1590909,22.7,62.48,1016.92,0.029,
60.525,-0.136364,22.69,62.53,1016.93,0.029,
60.581,-0.254545,22.69,62.53,1016.93,0.029,
60.627,-0.227273,22.7,62.51,1016.94,0.029,
60.679,-0.081818,22.7,62.51,1016.91,0.029,
60.73,0.1045454,22.69,62.48,1016.91,0.029,
60.78,0.1590909,22.69,62.51,1016.93,0.029,
60.831,0.4454545,22.69,62.51,1016.93,0.029,
60.882,0.1409091,22.69,62.47,1016.91,0.029,
60.934,-0.077273,22.69,62.47,1016.91,0.029,
60.984,0,22.7,62.48,1016.91,0.029,
61.035,0.0272727,22.7,62.48,1016.91,0.029,
61.089,0.1045454,22.69,62.51,1016.91,0.029,
61.137,0.1136364,22.69,62.51,1016.91,0.029,
61.188,0.0681818,22.69,62.41,1016.9,0.029,
61.239,-0.218182,22.69,62.41,1016.9,0.029,
61.29,-0.281818,22.7,62.56,1016.94,0.029,
61.341,-0.231818,22.7,62.56,1016.94,0.029,
61.391,0.0090909,22.7,62.53,1016.9,0.029,
61.443,-0.090909,22.7,62.53,1016.9,0.029,
61.494,0.0136364,22.7,62.46,1016.93,0.029,
61.546,-0.168182,22.7,62.46,1016.93,0.032,
61.595,-0.059091,22.7,62.47,1016.91,0.032,
61.651,0.0045455,22.7,62.47,1016.91,0.032,
61.698,0.0727273,22.7,62.48,1016.93,0.032,
61.749,0.1227273,22.7,62.48,1016.93,0.032,
61.8,0.2772727,22.7,62.46,1016.93,0.032,
61.85,0.0818182,22.7,62.48,1016.93,0.032,
61.901,-0.113636,22.7,62.48,1016.93,0.032,
61.953,-0.2,22.7,62.5,1016.94,0.032,
62.004,-0.054545,22.7,62.5,1016.94,0.032,
62.054,0.1363636,22.7,62.49,1016.92,0.032,
62.105,0.0272727,22.7,62.49,1016.92,0.032,
62.159,0.1863636,22.7,62.52,1016.91,0.032,
62.208,0.05,22.7,62.52,1016.91,0.032,
62.258,-0.272727,22.7,62.45,1016.93,0.032,
62.309,-0.013636,22.7,62.45,1016.93,0.032,
62.361,-0.077273,22.7,62.46,1016.92,0.032,
62.411,0.0772727,22.7,62.46,1016.92,0.032,
62.461,0.0818182,22.7,62.46,1016.94,0.032,
62.513,0.0272727,22.7,62.46,1016.94,0.032,
62.564,0.0863636,22.7,62.49,1016.91,0.032,
62.615,-0.236364,22.7,62.49,1016.91,0.032,
62.665,-0.240909,22.7,62.46,1016.92,0.032,
62.722,-0.372727,22.7,62.46,1016.92,0.032,
62.768,-0.222727,22.7,62.53,1016.92,0.032,
62.819,0.2318182,22.7,62.53,1016.93,0.032,
62.87,-0.1,22.7,62.4,1016.92,0.032,
62.92,0.1363636,22.71,62.5,1016.94,0.032,
62.971,0.0454545,22.71,62.5,1016.94,0.032,
63.023,-0.036364,22.7,62.41,1016.93,0.032,
63.074,-0.109091,22.7,62.41,1016.93,0.032,
63.124,-0.127273,22.7,62.45,1016.92,0.032,
63.176,0.2545454,22.7,62.45,1016.92,0.032,
63.229,-0.086364,22.7,62.48,1016.9,0.032,
63.278,-0.122727,22.7,62.48,1016.9,0.032,
63.328,0.2590909,22.7,62.43,1016.93,0.032,
63.379,0.2090909,22.7,62.43,1016.93,0.032,
63.43,0.2272727,22.7,62.38,1016.93,0.032,
63.481,0.4727273,22.7,62.38,1016.93,0.032,
63.533,0.3590909,22.71,62.45,1016.94,0.032,
63.583,0.2636363,22.71,62.45,1016.94,0.032,
63.634,-0.304545,22.7,62.49,1016.9,0.032,
63.685,-0.186364,22.7,62.49,1016.9,0.032,
63.736,0.0818182,22.71,62.46,1016.93,0.032,
63.792,-0.05,22.71,62.46,1016.93,0.032,
63.838,0.3318182,22.71,62.43,1016.92,0.032,
63.889,0.1409091,22.71,62.43,1016.92,0.032,
63.94,-0.063636,22.7,62.45,1016.93,0.032,
63.991,-0.272727,22.7,62.38,1016.92,0.032,
64.041,-0.377273,22.71,62.38,1016.92,0.032,
64.093,-0.059091,22.7,62.48,1016.9,0.032,
64.144,-0.145455,22.7,62.48,1016.9,0.032,
64.194,0.1818182,22.71,62.4,1016.92,0.032,
64.245,0.1090909,22.71,62.4,1016.92,0.032,
64.311,0.0727273,22.71,62.44,1016.95,0.032,
64.349,-0.418182,22.71,62.44,1016.95,0.032,
64.399,-0.459091,22.71,62.48,1016.92,0.032,
64.45,-0.213636,22.71,62.48,1016.92,0.032,
64.501,-0.136364,22.7,62.47,1016.93,0.032,
64.551,-0.131818,22.7,62.47,1016.93,0.032,
64.603,-0.063636,22.71,62.4,1016.94,0.032,
64.654,0.0454545,22.71,62.4,1016.94,0.032,
64.705,-0.127273,22.7,62.44,1016.93,0.032,
64.755,-0.204545,22.7,62.44,1016.93,0.032,
64.807,0.1454545,22.7,62.39,1016.91,0.029,
64.863,-0.190909,22.7,62.39,1016.91,0.029,
64.908,0.0136364,22.7,62.44,1016.93,0.029,
64.959,-0.022727,22.7,62.44,1016.93,0.029,
65.009,-0.386364,22.71,62.41,1016.93,0.029,
65.06,0.0727273,22.71,62.4,1016.92,0.029,
65.112,-0.204545,22.7,62.4,1016.92,0.029,
65.163,0.0318182,22.7,62.36,1016.93,0.029,
65.213,-0.163636,22.7,62.36,1016.93,0.029,
65.264,0.1136364,22.71,62.4,1016.92,0.029,
65.315,-0.068182,22.71,62.4,1016.92,0.029,
65.37,0.0772727,22.7,62.44,1016.92,0.029,
65.419,-0.104545,22.7,62.44,1016.92,0.029,
65.478,-0.031818,22.71,62.4,1016.91,0.029,
65.519,0.1818182,22.71,62.4,1016.91,0.029,
65.57,-0.013636,22.71,62.34,1016.92,0.029,
65.623,0.15,22.71,62.34,1016.92,0.029,
65.672,0.0636364,22.71,62.43,1016.93,0.029,
65.723,0.3863636,22.71,62.43,1016.93,0.029,
65.774,0.1545454,22.71,62.39,1016.92,0.029,
65.825,-0.236364,22.71,62.39,1016.92,0.029,
65.881,-0.122727,22.71,62.4,1016.92,0.029,
65.927,-0.213636,22.71,62.4,1016.92,0.029,
65.978,0.1,22.71,62.37,1016.91,0.029,
66.029,-0.227273,22.71,62.37,1016.91,0.029,
66.08,0.3136364,22.71,62.48,1016.94,0.029,
66.13,0.1818182,22.71,62.37,1016.92,0.029,
66.182,-0.1,22.71,62.37,1016.92,0.029,
66.233,-0.25,22.71,62.33,1016.9,0.029,
66.284,-0.622727,22.71,62.33,1016.9,0.029,
66.334,-0.140909,22.71,62.41,1016.92,0.029,
66.385,-0.159091,22.71,62.41,1016.92,0.029,
66.441,-0.236364,22.71,62.38,1016.9,0.029,
66.488,0.0318182,22.71,62.38,1016.9,0.029,
66.538,-0.086364,22.71,62.43,1016.9,0.029,
66.589,-0.022727,22.71,62.43,1016.9,0.029,
66.64,-0.313636,22.71,62.41,1016.91,0.029,
66.692,-0.313636,22.71,62.41,1016.91,0.029,
66.742,-0.127273,22.71,62.39,1016.93,0.029,
66.793,0.1045454,22.71,62.39,1016.93,0.029,
66.844,0.4090909,22.71,62.43,1016.9,0.029,
66.895,0.2090909,22.71,62.43,1016.9,0.029,
66.951,0.4636364,22.71,62.34,1016.91,0.029,
66.997,0.0636364,22.71,62.34,1016.91,0.029,
67.048,-0.172727,22.71,62.36,1016.9,0.029,
67.099,-0.245455,22.71,62.36,1016.9,0.029,
67.15,-0.168182,22.71,62.33,1016.9,0.029,
67.201,-0.109091,22.71,62.33,1016.91,0.029,
67.253,0.1590909,22.72,62.37,1016.91,0.032,
67.303,0.2772727,22.71,62.26,1016.9,0.032,
67.354,0.0818182,22.71,62.26,1016.9,0.032,
67.404,0.0318182,22.71,62.34,1016.89,0.032,
67.456,-0.209091,22.71,62.34,1016.89,0.032,
67.51,-0.122727,22.71,62.29,1016.91,0.032,
67.558,-0.104545,22.71,62.29,1016.91,0.032,
67.608,0.0545455,22.71,62.37,1016.89,0.032,
67.659,0.4090909,22.71,62.37,1016.89,0.032,
67.71,0.4,22.72,62.25,1016.91,0.032,
67.762,0.0818182,22.72,62.25,1016.91,0.032,
67.812,0.1090909,22.72,62.35,1016.91,0.032,
67.863,-0.159091,22.72,62.35,1016.91,0.032,
67.914,-0.036364,22.72,62.31,1016.9,0.032,
67.965,0.15,22.72,62.31,1016.9,0.032,
68.021,-0.05,22.71,62.37,1016.91,0.032,
68.068,0.1409091,22.71,62.37,1016.91,0.032,
68.118,-0.181818,22.71,62.37,1016.88,0.032,
68.169,-0.090909,22.71,62.37,1016.88,0.032,
68.22,-0.272727,22.72,62.31,1016.9,0.032,
68.271,-0.072727,22.72,62.31,1016.9,0.032,
68.322,-0.145455,22.71,62.31,1016.89,0.032,
68.373,0.1863636,22.71,62.3,1016.9,0.032,
68.424,0.2409091,22.71,62.3,1016.9,0.032,
68.475,-0.090909,22.72,62.33,1016.89,0.032,
68.526,-0.013636,22.72,62.33,1016.89,0.032,
68.59,0.0909091,22.72,62.31,1016.89,0.032,
68.628,-0.040909,22.72,62.31,1016.89,0.032,
68.678,0.0545455,22.72,62.4,1016.89,0.032,
68.729,-0.077273,22.72,62.4,1016.89,0.032,
68.781,-0.036364,22.72,62.37,1016.89,0.032,
68.832,-0.527273,22.72,62.37,1016.89,0.032,
68.883,-0.222727,22.72,62.36,1016.91,0.026,
68.933,-0.109091,22.72,62.36,1016.91,0.026,
68.984,-0.054545,22.72,62.36,1016.91,0.026,
69.036,-0.072727,22.72,62.36,1016.91,0.026,
69.091,0.2909091,22.72,62.39,1016.91,0.026,
69.138,-0.004545,22.72,62.39,1016.91,0.026,
69.188,-0.15,22.72,62.3,1016.92,0.026,
69.239,-0.118182,22.72,62.3,1016.92,0.026,
69.291,-0.140909,22.72,62.3,1016.9,0.026,
69.341,0.1954545,22.72,62.3,1016.91,0.026,
69.392,0.3454545,22.72,62.33,1016.91,0.026,
69.443,0.3681818,22.72,62.32,1016.91,0.026,
69.494,0.1409091,22.72,62.32,1016.91,0.026,
69.545,-0.186364,22.72,62.29,1016.94,0.026,
69.596,-0.468182,22.72,62.29,1016.94,0.026,
69.65,-0.531818,22.72,62.41,1016.92,0.026,
69.699,-0.186364,22.72,62.41,1016.92,0.026,
69.748,-0.136364,22.72,62.31,1016.92,0.026,
69.799,0.2318182,22.72,62.31,1016.92,0.026,
69.851,0.3590909,22.73,62.37,1016.95,0.026,
69.902,0.3272727,22.73,62.37,1016.95,0.026,
69.953,0.0727273,22.72,62.38,1016.93,0.026,
70.004,-0.213636,22.72,62.38,1016.93,0.026,
70.054,-0.131818,22.72,62.37,1016.9,0.026,
70.106,-0.240909,22.72,62.37,1016.9,0.026,
70.161,-0.204545,22.72,62.32,1016.9,0.026,
70.207,-0.068182,22.72,62.32,1016.9,0.026,
70.258,0.2181818,22.72,62.37,1016.92,0.026,
70.309,0.3136364,22.72,62.37,1016.92,0.026,
70.361,-0.131818,22.72,62.35,1016.93,0.026,
70.411,-0.022727,22.72,62.35,1016.93,0.026,
70.462,-0.413636,22.72,62.33,1016.9,0.026,
70.514,-0.145455,22.72,62.36,1016.89,0.026,
70.564,-0.345455,22.72,62.36,1016.89,0.026,
70.616,0.2136364,22.72,62.37,1016.91,0.026,
70.67,-0.127273,22.72,62.37,1016.91,0.026,
70.717,0.1636363,22.72,62.32,1016.91,0.026,
70.768,0.5181818,22.72,62.32,1016.91,0.026,
70.819,0.15,22.72,62.4,1016.92,0.026,
70.87,0.0090909,22.72,62.4,1016.92,0.026,
70.921,-0.036364,22.73,62.37,1016.93,0.026,
70.972,-0.286364,22.73,62.37,1016.93,0.026,
71.023,-0.327273,22.72,62.36,1016.91,0.026,
71.073,-0.177273,22.72,62.36,1016.91,0.026,
71.124,0.0409091,22.72,62.35,1016.93,0.026,
71.176,-0.118182,22.72,62.35,1016.93,0.026,
71.231,0.0909091,22.72,62.39,1016.91,0.026,
71.278,-0.436364,22.72,62.39,1016.91,0.026,
71.329,-0.190909,22.72,62.36,1016.91,0.026,
71.379,-0.490909,22.72,62.36,1016.91,0.026,
71.431,-0.386364,22.72,62.35,1016.9,0.026,
71.482,-0.113636,22.72,62.35,1016.9,0.026,
71.532,-0.068182,22.73,62.37,1016.92,0.026,
71.583,0.0318182,22.73,62.39,1016.9,0.026,
71.646,-0.081818,22.73,62.39,1016.9,0.026,
71.686,0.3727273,22.73,62.34,1016.93,0.026,
71.74,0.2636363,22.73,62.34,1016.93,0.026,
71.787,0.0545455,22.72,62.39,1016.88,0.026,
71.838,0.1863636,22.72,62.39,1016.88,0.026,
71.889,-0.059091,22.73,62.36,1016.91,0.026,
71.94,-0.395455,22.73,62.36,1016.91,0.026,
71.991,-0.177273,22.73,62.38,1016.9,0.026,
72.042,-0.245455,22.73,62.38,1016.9,0.026,
72.093,0.0454545,22.73,62.35,1016.89,0.026,
72.144,-0.218182,22.73,62.35,1016.89,0.026,
72.195,0.0636364,22.73,62.34,1016.91,0.026,
72.246,0.0909091,22.73,62.34,1016.91,0.026,
72.302,0.2590909,22.72,62.38,1016.91,0.026,
72.348,0.0818182,22.72,62.38,1016.91,0.026,
72.399,-0.190909,22.73,62.35,1016.92,0.026,
72.45,0.1272727,22.73,62.35,1016.92,0.026,
72.501,0.1272727,22.72,62.36,1016.92,0.026,
72.552,-0.145455,22.72,62.36,1016.92,0.026,
72.603,0.0909091,22.72,62.36,1016.93,0.026,
72.653,0.0863636,22.72,62.41,1016.9,0.026,
72.705,0.0227273,22.72,62.41,1016.9,0.026,
72.756,0.0318182,22.72,62.36,1016.89,0.026,
72.82,0.3545454,22.72,62.36,1016.89,0.026,
72.857,0.0954545,22.73,62.33,1016.9,0.026,
72.908,0.0863636,22.73,62.33,1016.9,0.026,
72.961,0.0181818,22.72,62.31,1016.88,0.029,
73.011,0.2227273,22.72,62.31,1016.88,0.029,
73.061,0.0545455,22.73,62.43,1016.88,0.029,
73.112,-0.104545,22.73,62.43,1016.88,0.029,
73.163,0.0954545,22.72,62.37,1016.89,0.029,
73.214,0.0045455,22.72,62.37,1016.89,0.029,
73.265,0.5181818,22.72,62.33,1016.9,0.029,
73.316,0.3590909,22.72,62.33,1016.9,0.029,
73.372,0.3590909,22.72,62.36,1016.92,0.029,
73.418,0.0772727,22.72,62.36,1016.92,0.029,
73.469,0.1045454,22.72,62.38,1016.9,0.029,
73.52,-0.186364,22.72,62.38,1016.9,0.029,
73.571,-0.213636,22.73,62.41,1016.92,0.029,
73.622,0.1136364,22.73,62.41,1016.92,0.029,
73.673,-0.018182,22.73,62.34,1016.93,0.029,
73.723,0.2136364,22.73,62.34,1016.9,0.029,
73.776,0.1909091,22.73,62.36,1016.9,0.029,
73.826,0.1727273,22.73,62.39,1016.93,0.029,
73.88,0.0318182,22.73,62.39,1016.93,0.029,
73.928,-0.413636,22.73,62.38,1016.93,0.029,
73.978,-0.254545,22.73,62.38,1016.93,0.029,
74.03,-0.240909,22.73,62.36,1016.91,0.029,
74.081,-0.081818,22.73,62.36,1016.91,0.029,
74.131,0.15,22.73,62.39,1016.92,0.029,
74.182,0,22.73,62.39,1016.92,0.029,
74.233,-0.118182,22.73,62.38,1016.9,0.029,
74.285,-0.277273,22.73,62.38,1016.9,0.029,
74.336,-0.463636,22.73,62.38,1016.91,0.029,
74.386,-0.304545,22.73,62.38,1016.91,0.029,
74.442,-0.254545,22.73,62.37,1016.93,0.029,
74.488,-0.013636,22.73,62.37,1016.93,0.029,
74.54,0.3,22.73,62.38,1016.92,0.029,
74.591,0.2181818,22.73,62.38,1016.92,0.029,
74.641,0.2045454,22.73,62.42,1016.92,0.029,
74.692,-0.040909,22.73,62.42,1016.92,0.029,
74.743,-0.081818,22.73,62.35,1016.95,0.029,
74.793,-0.313636,22.73,62.35,1016.94,0.029,
74.845,-0.218182,22.73,62.36,1016.94,0.029,
74.896,0.05,22.73,62.36,1016.94,0.029,
74.95,0.0090909,22.73,62.36,1016.94,0.029,
74.998,0.2090909,22.73,62.41,1016.92,0.029,
75.048,0.1818182,22.73,62.41,1016.92,0.029,
75.1,0.25,22.73,62.39,1016.9,0.029,
75.151,-0.104545,22.73,62.39,1016.9,0.029,
75.201,-0.068182,22.73,62.39,1016.91,0.029,
75.252,-0.095455,22.73,62.39,1016.91,0.029,
75.303,0.2227273,22.73,62.34,1016.93,0.029,
75.355,0.2454545,22.73,62.34,1016.93,0.029,
75.407,-0.013636,22.73,62.35,1016.92,0.026,
75.456,0.1318182,22.73,62.35,1016.92,0.026,
75.506,-0.259091,22.73,62.41,1016.89,0.026,
75.558,-0.345455,22.73,62.41,1016.89,0.026,
75.61,-0.377273,22.73,62.43,1016.91,0.026,
75.66,-0.118182,22.73,62.43,1016.91,0.026,
75.711,0.1227273,22.73,62.35,1016.89,0.026,
75.762,0.0818182,22.73,62.35,1016.89,0.026,
75.813,0.1409091,22.73,62.41,1016.92,0.026,
75.865,0.1227273,22.73,62.41,1016.9,0.026,
75.915,-0.054545,22.73,62.42,1016.9,0.026,
75.966,0.1318182,22.73,62.38,1016.91,0.026,
76.022,-0.077273,22.73,62.38,1016.91,0.026,
76.068,0.35,22.73,62.39,1016.9,0.026,
76.119,0.1181818,22.73,62.39,1016.9,0.026,
76.17,0.1363636,22.73,62.41,1016.92,0.026,
76.222,0.0818182,22.73,62.41,1016.92,0.029,
76.272,-0.095455,22.74,62.41,1016.94,0.029,
76.322,0.0909091,22.74,62.41,1016.94,0.029,
76.374,0.1454545,22.73,62.46,1016.92,0.029,
76.425,0.25,22.73,62.46,1016.92,0.029,
76.476,0.2818182,22.73,62.42,1016.91,0.029,
76.53,0.3772727,22.73,62.42,1016.91,0.029,
76.577,0.0954545,22.73,62.36,1016.92,0.029,
76.628,-0.054545,22.73,62.36,1016.92,0.029,
76.68,0.0772727,22.74,62.42,1016.91,0.029,
76.73,0.0727273,22.74,62.42,1016.91,0.029,
76.781,0.4727273,22.73,62.35,1016.92,0.029,
76.832,0.2909091,22.73,62.35,1016.92,0.029,
76.883,-0.004545,22.73,62.36,1016.92,0.029,
76.934,-0.131818,22.73,62.36,1016.92,0.029,
76.985,-0.113636,22.74,62.31,1016.93,0.029,
77.037,0.1909091,22.74,62.36,1016.91,0.029,
77.103,-0.290909,22.74,62.36,1016.91,0.029,
77.138,0.3681818,22.74,62.44,1016.93,0.029,
77.189,0.2545454,22.74,62.44,1016.93,0.029,
77.24,-0.109091,22.74,62.39,1016.94,0.029,
77.291,-0.086364,22.74,62.39,1016.94,0.029,
77.342,-0.022727,22.74,62.34,1016.92,0.029,
77.392,-0.086364,22.74,62.34,1016.92,0.029,
77.444,0.1909091,22.74,62.31,1016.91,0.029,
77.495,0.2090909,22.74,62.31,1016.91,0.029,
77.546,0.0772727,22.74,62.43,1016.91,0.029,
77.6,0.4818182,22.74,62.43,1016.91,0.029,
77.647,-0.245455,22.74,62.45,1016.9,0.029,
77.699,-0.168182,22.74,62.45,1016.9,0.029,
77.751,-0.259091,22.73,62.37,1016.92,0.029,
77.811,-0.195455,22.73,62.37,1016.92,0.029,
77.852,0.2863636,22.74,62.35,1016.92,0.032,
77.902,0.3863636,22.74,62.35,1016.92,0.032,
77.954,0.2681818,22.74,62.36,1016.9,0.032,
78.005,-0.009091,22.74,62.36,1016.9,0.032,
78.055,-0.186364,22.73,62.31,1016.89,0.032,
78.106,-0.304545,22.73,62.32,1016.88,0.032,
78.162,0.0545455,22.73,62.32,1016.88,0.032,
78.209,-0.15,22.73,62.32,1016.91,0.032,
78.26,0.3318182,22.73,62.32,1016.91,0.032,
78.31,0.3590909,22.74,62.32,1016.89,0.032,
78.361,0.3818182,22.74,62.32,1016.89,0.032,
78.412,0.3818182,22.74,62.3,1016.91,0.032,
78.464,-0.181818,22.74,62.3,1016.91,0.032,
78.514,0.0409091,22.74,62.38,1016.9,0.032,
78.565,-0.322727,22.74,62.38,1016.9,0.032,
78.616,-0.1,22.74,62.29,1016.87,0.032,
78.671,-0.281818,22.74,62.29,1016.87,0.029,
78.717,0.1545454,22.73,62.34,1016.86,0.029,
78.769,0.0818182,22.73,62.34,1016.86,0.029,
78.82,0.2727273,22.74,62.34,1016.91,0.029,
78.871,0.2772727,22.74,62.34,1016.91,0.029,
78.921,-0.118182,22.74,62.37,1016.88,0.029,
78.972,-0.240909,22.74,62.37,1016.88,0.029,
79.024,-0.254545,22.74,62.34,1016.91,0.029,
79.075,-0.363636,22.74,62.34,1016.91,0.029,
79.125,-0.268182,22.74,62.38,1016.89,0.029,
79.176,-0.081818,22.74,62.35,1016.91,0.029,
79.233,-0.05,22.74,62.35,1016.91,0.029,
79.279,0.1727273,22.74,62.36,1016.93,0.029,
79.33,0.0727273,22.74,62.36,1016.93,0.029,
79.38,0.1363636,22.74,62.31,1016.88,0.029,
79.431,-0.031818,22.74,62.31,1016.88,0.029,
79.483,0.0681818,22.74,62.28,1016.88,0.026,
79.534,0.0409091,22.74,62.28,1016.88,0.026,
79.585,-0.236364,22.74,62.31,1016.92,0.026,
79.635,-0.068182,22.74,62.31,1016.92,0.026,
79.686,-0.172727,22.74,62.28,1016.92,0.026,
79.74,-0.145455,22.74,62.28,1016.92,0.026,
79.789,0.0272727,22.74,62.34,1016.91,0.026,
79.839,0.0818182,22.74,62.34,1016.91,0.026,
79.89,0.1136364,22.74,62.31,1016.89,0.026,
79.941,0.2272727,22.74,62.31,1016.89,0.026,
79.992,-0.159091,22.74,62.35,1016.9,0.026,
80.043,-0.104545,22.74,62.35,1016.9,0.026,
80.094,-0.05,22.74,62.4,1016.9,0.026,
80.145,0.1045454,22.74,62.4,1016.9,0.026,
80.196,-0.295455,22.74,62.31,1016.89,0.026,
80.246,0.0954545,22.74,62.37,1016.92,0.026,
80.304,0.1954545,22.74,62.37,1016.92,0.026,
80.349,-0.2,22.74,62.29,1016.89,0.026,
80.4,-0.295455,22.74,62.29,1016.89,0.026,
80.45,-0.031818,22.74,62.36,1016.91,0.026,
80.501,-0.118182,22.74,62.36,1016.91,0.026,
80.552,0.1045454,22.74,62.35,1016.9,0.026,
80.604,0.4772727,22.74,62.35,1016.9,0.026,
80.655,0.0636364,22.74,62.32,1016.91,0.026,
80.705,-0.063636,22.74,62.32,1016.91,0.026,
80.756,-0.295455,22.74,62.34,1016.89,0.026,
80.811,-0.163636,22.74,62.34,1016.89,0.026,
80.859,0.0727273,22.74,62.29,1016.94,0.026,
80.909,0.0545455,22.74,62.29,1016.94,0.026,
80.96,0.1909091,22.74,62.31,1016.9,0.026,
81.011,-0.068182,22.74,62.31,1016.9,0.026,
81.062,-0.118182,22.75,62.36,1016.92,0.026,
81.114,-0.268182,22.75,62.36,1016.92,0.026,
81.164,-0.25,22.74,62.33,1016.91,0.026,
81.215,-0.054545,22.74,62.33,1016.91,0.026,
81.266,0.1545454,22.75,62.3,1016.91,0.026,
81.332,-0.154545,22.75,62.3,1016.91,0.026,
81.369,0.3681818,22.75,62.29,1016.91,0.026,
81.419,0.0545455,22.74,62.35,1016.9,0.026,
81.47,-0.140909,22.74,62.35,1016.9,0.026,
81.521,-0.372727,22.75,62.3,1016.91,0.026,
81.572,-0.363636,22.75,62.3,1016.91,0.026,
81.623,-0.1,22.75,62.35,1016.9,0.026,
81.674,-0.090909,22.75,62.35,1016.9,0.026,
81.725,-0.040909,22.74,62.31,1016.9,0.026,
81.776,0.2772727,22.74,62.31,1016.9,0.026,
81.827,0.4545455,22.75,62.36,1016.92,0.026,
81.882,0.3181818,22.75,62.36,1016.92,0.026,
81.93,-0.113636,22.74,62.3,1016.92,0.029,
81.98,-0.413636,22.74,62.3,1016.92,0.029,
82.03,-0.4,22.74,62.27,1016.91,0.029,
82.081,-0.177273,22.74,62.27,1016.91,0.029,
82.132,-0.090909,22.74,62.3,1016.92,0.029,
82.184,0.0181818,22.74,62.3,1016.92,0.029,
82.235,-0.140909,22.74,62.27,1016.91,0.029,
82.285,0.1863636,22.74,62.27,1016.91,0.029,
82.336,-0.031818,22.75,62.3,1016.91,0.029,
82.393,0.3227273,22.75,62.3,1016.91,0.029,
82.439,-0.186364,22.74,62.29,1016.9,0.029,
82.489,-0.2,22.75,62.28,1016.9,0.029,
82.54,0.0181818,22.75,62.28,1016.9,0.029,
82.591,-0.122727,22.75,62.28,1016.9,0.029,
82.642,-0.072727,22.75,62.28,1016.9,0.029,
82.693,0.1272727,22.75,62.33,1016.89,0.029,
82.745,0.1454545,22.75,62.33,1016.89,0.032,
82.795,0.1636363,22.75,62.3,1016.9,0.032,
82.846,0.1863636,22.75,62.3,1016.9,0.032,
82.897,0.1545454,22.75,62.3,1016.89,0.032,
82.952,0.0681818,22.75,62.3,1016.89,0.032,
82.999,-0.027273,22.75,62.31,1016.93,0.032,
83.05,-0.104545,22.75,62.31,1016.93,0.032,
83.101,0.1363636,22.75,62.29,1016.91,0.032,
83.151,-0.304545,22.75,62.29,1016.91,0.032,
83.203,0.0136364,22.75,62.28,1016.93,0.032,
83.254,-0.186364,22.75,62.28,1016.93,0.032,
83.305,-0.181818,22.75,62.29,1016.91,0.032,
83.355,-0.209091,22.75,62.29,1016.91,0.032,
83.406,-0.268182,22.75,62.28,1016.92,0.032,
83.463,-0.063636,22.75,62.28,1016.93,0.032,
83.509,-0.395455,22.75,62.28,1016.93,0.032,
